"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","Please select which business unit you work within.  ","Please select your location.  ","How long have you work at Ergon?  ","Please select the generation you belong to:","Please select which best describes your role? ","The company's vision is very clear.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I can summarize the company's vision to someone I meet.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I feel inspired by the company's vision.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leaders are passionate about the company's vision.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leaders are guided by the company's vision.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I have confidence in the company's strategy.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I know what my company wants to achieve in the next year.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","This company knows how to get the results it is looking for.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","We know what our next step is for improving our capabilities.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leadership effectively connects my work to the company goals.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I have a great deal of confidence in the leadership of this company.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Company leaders impact the attitude and culture of the entire company.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","The leadership of this company is fantastic in comparison to the leadership of other organizations I've been involved with.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leaders find the time to get to know the employees.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I have confidence in the decision making of company leaders.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","We deal with the same problems again and again.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","Company changes usually have a positive impact on me.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","People look to pass the blame when something goes wrong.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","If an issue arises, people mostly remain calm and focused.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We use feedback from customers to improve our services.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I have real time access to business data.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","My team uses performance measures (i.e. key performance indicators).:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We are recognized for our successes.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We have a clear sense at all times whether or not we're meeting our objectives.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We are held accountable for our performance.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I often use ""workarounds"" instead of the company's established systems.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","It often takes too long to get the information I need.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","Oftentimes, I have to take care of things that shouldn't be my responsibility.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I know who to go to when I have concerns about our systems/processes.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I follow the company's standardized procedures.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","Our team consistently meets our goals.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Our work would be better if we collaborated more.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Our skills complement each other well.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","There's a real sense that I am part of a team.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Our company has a spirit of teamwork and cooperation.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","My company does a good job of hiring the right people for the right jobs.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I am confident my performance affects my compensation.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I get along well with my supervisor.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Performance reviews are a waste of time.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Based on my experience, the company does a great job of acclimating new employees.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I get helpful feedback from my supervisor on a regular basis.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I am consistently improving at my job.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","People here are always willing to help me learn.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","The company invests in employees learning new skills.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I have grown professionally during my time with this company.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","My job role is always extremely clear.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I am very frequently overwhelmed at work.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","My job is a great fit for my skills and strengths.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I embrace the company's core values.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I look forward to going to work.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I believe in the products or services we provide.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I respond to customer needs as quickly as possible.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I build great relationships with my customers.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I'm disappointed if I don't meet my customers' expectations.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I seek feedback from customers to improve our products or services.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","My opinions are heard and valued.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I am confident that leadership understands what I do.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I am very comfortable letting my supervisor know when I've made a mistake.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I trust my supervisor has my best interest in mind.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I feel micromanaged.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","People in my organization express genuine gratitude toward one another.:Please indicate the extent to which you agree/disagree with the following statements.","I practice mindfulness by staying in the present moment while doing my work.:Please indicate the extent to which you agree/disagree with the following statements.","People I work with generally feel optimistic about the organization's future.:Please indicate the extent to which you agree/disagree with the following statements.","People that I work with care about my happiness and well-being.:Please indicate the extent to which you agree/disagree with the following statements.","I feel inspired every day to do my best work.:Please indicate the extent to which you agree/disagree with the following statements.","Taking everything into consideration, I am satisfied with my job as a whole.:Please indicate the extent to which you agree/disagree with the following statements.","I am willing to put in a great deal of effort beyond what is normally expected in order to help the organization:Please indicate the extent to which you agree/disagree with the following statements.","On a scale from 0-10, how likely are you to recommend your organization (as a place to work) to a friend or colleague? (0=extremely not likely, 10=extremely likely)  ","Please describe a single change that will have the greatest positive impact on the organization.  "
"413","Oct 1, 2019 4:01:19 pm","Oct 1, 2019 4:12:45 pm","Complete","","","","English","","1569960079_5d93b08f41e466.95603032","Mozilla/5.0 (Windows NT 6.1; rv:69.0) Gecko/20100101 Firefox/69.0","","99.64.188.177","-98.454299926758","34.619598388672","United States","Lawton","OK","73505","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","US - Midwest","4-8 years","Baby Boomer (born between 1946 - 1965)","","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","7","Better Profit sharing incentives, larger yearly wages."
"414","Oct 1, 2019 4:02:42 pm","Oct 1, 2019 4:18:01 pm","Complete","","","","Spanish","","1569960162_5d93b0e2410ce3.54770678","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","1-4 years","Generation Y (born between 1981 - 2000)","Operations","Agree","Agree","Disagree","Neither Agree Nor Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Neither Agree Nor Disagree","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Disagree","Disagree","Strongly Disagree","Neither Agree Nor Disagree","Agree","Agree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Strongly Disagree","Agree","Agree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","2","Atención al personal"
"415","Oct 1, 2019 3:55:13 pm","Oct 1, 2019 4:17:56 pm","Complete","","","","Spanish","","1569959713_5d93af21aeff42.02020879","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","","4-8 years","Generation Y (born between 1981 - 2000)","Operations","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","10",""
"416","Oct 1, 2019 4:09:05 pm","Oct 1, 2019 4:22:10 pm","Complete","","","","Spanish","","1569960545_5d93b2611d4ee6.84154759","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","1-4 years","Generation X  (born between 1966 - 1980)","Operations","Strongly Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Strongly Disagree","Agree","","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","8",""
"417","Oct 1, 2019 4:17:00 pm","Oct 1, 2019 4:31:16 pm","Complete","","","","Spanish","","1569961020_5d93b43c6e4703.08292882","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","4-8 years","Baby Boomer (born between 1946 - 1965)","Operations","Strongly Agree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Strongly Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Strongly Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","10","mayor involucramiento del área de recusos humanos en el personal de plantas, desarrollo de un plan de carrera claro y a todos los niveles, conservar el talento y no perder la experiencia."
"418","Oct 1, 2019 4:19:06 pm","Oct 1, 2019 4:53:27 pm","Complete","","","","English","http://go2.ergon.com/n0Zh0oe032Kh0YJ09000cs0","1569961146_5d93b4ba5590b1.60663095","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36","","98.6.154.2","-98.421203613281","29.541799545288","United States","San Antonio","TX","78217","Crafco","US - West/Southwest","1-4 years","Baby Boomer (born between 1946 - 1965)","Management","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Strongly Agree","9","continually emphasize the value of the team  "
"419","Oct 1, 2019 4:20:47 pm","Oct 1, 2019 4:58:22 pm","Complete","","","","Spanish","","1569961247_5d93b51fa07201.19262005","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","8-12 years","Generation Y (born between 1981 - 2000)","Operations","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","8","Contar con una area exclusiva de servicio/ atencion al cliente . Ofrecer capacitacion, cursos de interes del personal, etc;   con la fnalidad de actualizar el conocimiento, motivar y hacer crecer a los trabajadores.  "
"420","Oct 1, 2019 4:24:04 pm","Oct 1, 2019 4:40:28 pm","Complete","","","","Spanish","","1569961443_5d93b5e3f1e4e4.65488813","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Midstream + Logistics (i.e., Terminaling, Oil Purchasing, Trucking, Magnolia Marine, EMIS)","Latin America","Less than a year","Generation X  (born between 1966 - 1980)","Operations","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Neither Agree Nor Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Disagree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","9","Desarrollo de proveedores de transporte,  asignarles un módelo de gestión interna  en su forma de administrarse para tener la máxima disponibilidad  del equipo."
"422","Oct 1, 2019 4:36:13 pm","Oct 1, 2019 4:47:58 pm","Complete","","","","Spanish","","1569962172_5d93b8bcece2f1.47233672","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","Less than a year","Generation Y (born between 1981 - 2000)","Operations","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","Neither Agree Nor Disagree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","10","que todos los integrantes se enseñen hacer un equipo buscar maneras de mejoras en ves de buscar responsables o culpables de las acciones ya que estas se pueden evitar y hasta se pueden evadir ya que para todo problema tenemos una solución la solución no es quien fue si no que hacer para que ya no pase radicar y poner en  practica la idea teniendo en cuenta que por la grabada de los actos también tiene sus perjudicaciones "
"423","Oct 1, 2019 4:52:22 pm","Oct 1, 2019 5:10:14 pm","Complete","","","","Spanish","","1569963142_5d93bc864b0079.37823396","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","4-8 years","Generation X  (born between 1966 - 1980)","Operations","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Neither Agree Nor Disagree","Strongly Agree","Neither Agree Nor Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","10",""
"424","Oct 1, 2019 4:53:05 pm","Oct 1, 2019 5:06:05 pm","Complete","","","","Spanish","","1569963185_5d93bcb1b76dd7.62154118","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Midstream + Logistics (i.e., Terminaling, Oil Purchasing, Trucking, Magnolia Marine, EMIS)","Latin America","1-4 years","Generation Y (born between 1981 - 2000)","Operations","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Neither Agree Nor Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","10","MANTENER MOTIVADO A SU PERSONAL"
"425","Oct 1, 2019 4:51:13 pm","Oct 1, 2019 5:15:07 pm","Complete","","","","Spanish","","1569963073_5d93bc416ebb87.58143416","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36","","148.223.146.40","-98.296798706055","19.059099197388","Mexico","San Andres Cholula","21","72820","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","8-12 years","Generation Y (born between 1981 - 2000)","Operations","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","10",""
"427","Oct 1, 2019 5:05:06 pm","Oct 1, 2019 5:21:04 pm","Complete","","","","Spanish","","1569963906_5d93bf824858b9.63835303","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","","148.223.146.40","-98.26309967041","19.014699935913","Mexico","Tlaxcalancingo","21","72825","Asphalt + Emulsions (i.e., Ergon Asphalt, Paragon Technical Services, etc.)","Latin America","Less than a year","Generation Y (born between 1981 - 2000)","Operations","Agree","Agree","Agree","Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Disagree","Agree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Strongly Agree","Agree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Agree","Agree","Strongly Disagree","10","comunicacion, entre empleados y lideres respeto entre colaboradores  organizacion en tema de tiempos concientisacion en temas de seguridad  tener un plan de trabajo exacto deacuerdo a la carga de trabajo "
